SECID,ISIN,SHORTNAME,RATING,RATING_SCORE,YEARS_TO_MATURITY,MATDATE,FACEVALUE,LASTPRICE,CLEAN_PRICE_RUB,DIRTY_PRICE_RUB,ACCRUEDINT,COUPONPERCENT,YTM_PCT,CURRENT_YIELD_PCT
RU000A1017J5,RU000A1017J5,Газпнф3P2R,AAA,0.0,3.61,2029-12-07,1000,82.33,823.3,846.22,22.92,7.15,14.09,8.68
RU000A1018M7,RU000A1018M7,СОПФ ФПФ 1,AAA,0.0,0.66,2026-12-25,1000,98.35,983.5,1005.43,21.93,6.84,9.79,6.95
RU000A1018N5,RU000A1018N5,РОССИУМ1P3,BBB+,7.0,3.62,2029-12-11,1000,,,,58.5,18.25,0.0,
RU000A1018T2,RU000A1018T2,ИА ДОМ13P2,AAA,0.0,24.03,2050-05-07,170.65,93.81,160.09,160.09,0.0,,0.0,0.0
RU000A1019A0,RU000A1019A0,ИА ДОМ 4P1,AAA,0.0,14.09,2040-05-28,182.17,178.47,325.12,328.92,3.8,6.5,0.0,3.64
RU000A101CL5,RU000A101CL5,ФСК РС1Р4,AAA,0.0,8.71,2035-01-11,1000,79.93,799.3,820.94,21.64,6.75,14.42,8.44
RU000A101CQ4,RU000A101CQ4,СУЭК-Ф1P5R,A+,4.0,3.72,2030-01-16,1000,100.2,1002.0,1065.79,63.79,19.9,20.39,19.86
RU000A101D96,RU000A101D96,sРуСол клВ,A-,6.0,4.8,2031-02-15,666.61,,,,48.98,22.922,0.0,
RU000A101DA6,RU000A101DA6,sРуСол клА,A-,6.0,4.8,2031-02-15,468.25,97.29,455.56,480.21,24.65,16.422,0.0,16.88
RU000A101DB4,RU000A101DB4,sРуСол клБ,A-,6.0,4.8,2031-02-15,555.44,94.48,524.78,561.14,36.36,20.422,0.0,21.62
RU000A101EQ0,RU000A101EQ0,ГПБ Т2-02Е,AA+,1.0,6.08,2032-05-24,150000,88.5,132750.0,134312.67,1562.67,3.25,4.8,3.67
RU000A101FG8,RU000A101FG8,Ростел2P2R,AAA,0.0,0.79,2027-02-10,1000,94.8,948.0,969.32,21.32,6.65,14.27,7.01
RU000A101FH6,RU000A101FH6,МТС 1P-14,AAA,0.0,0.79,2027-02-11,1000,94.96,949.6,970.76,21.16,6.6,14.1,6.95
RU000A101GD3,RU000A101GD3,ГТЛК 1P-16,AA-,3.0,1.81,2028-02-17,250,90.33,225.82,231.39,5.57,6.95,16.25,7.69
RU000A101H84,RU000A101H84,РЖД 1Р-18R,AAA,0.0,3.82,2030-02-20,1000,99.5,995.0,1043.24,48.24,15.05,15.78,15.13
RU000A101H92,RU000A101H92,ПСБ 15,AAA,0.0,13.92,2040-03-27,10000000,,,,80136.99,2.5,0.0,
RU000A101J33,RU000A101J33,ПСБ 16,AAA,0.0,3.43,2029-09-29,10000000,,,,80136.99,2.5,0.0,
RU000A101JD7,RU000A101JD7,ИА ДОМ 5P1,AAA,0.0,19.0,2045-04-28,218.4,86.26,188.39,192.94,4.55,6.5,0.0,7.54
RU000A101LS1,RU000A101LS1,РЖД 1Р-19R,AAA,0.0,0.97,2027-04-15,1000,,,,24.2,7.55,0.0,
RU000A101LX1,RU000A101LX1,ФСК РС1Р5,AAA,0.0,8.96,2035-04-11,1000.0,,,,0.0,,,
RU000A101M04,RU000A101M04,РЖД 1Р-20R,AAA,0.0,0.88,2027-03-15,1000,94.77,947.7,971.26,23.56,7.35,14.36,7.76
RU000A101MB5,RU000A101MB5,СовкомБОП2,AA,2.0,3.97,2030-04-17,1000,100.39,1003.9,1047.17,43.27,13.5,13.73,13.45
RU000A101NG2,RU000A101NG2,МТС 1P-15,AAA,0.0,0.53,2026-11-05,1000,96.83,968.3,989.46,21.16,6.6,13.6,6.82
RU000A101NH0,RU000A101NH0,МТС 1P-16,AAA,0.0,1.02,2027-05-06,1000,,,,21.16,6.6,0.0,
RU000A101P27,RU000A101P27,Якут-35014,A+,4.0,1.04,2027-05-12,400,94.92,379.68,388.0,8.32,6.49,14.32,6.84
RU000A101Q26,RU000A101Q26,Систем1P13,AA-,3.0,4.05,2030-05-15,1000,99,990.0,1041.29,51.29,16.0,18.66,16.16
RU000A101QL5,RU000A101QL5,ГТЛК 1P-17,AA-,3.0,9.05,2035-05-14,1000,99.17,991.7,1015.55,23.85,7.44,18.96,7.5
RU000A101QN1,RU000A101QN1,ГазпромКP4,AAA,0.0,1.08,2027-05-25,1000,92.12,921.2,940.11,18.91,5.9,14.54,6.4
RU000A101RJ7,RU000A101RJ7,МБЭС 1P-02,AAA,0.0,4.1,2030-06-03,1000,102.62,1026.2,1078.77,52.57,16.4,15.02,15.98
RU000A101RT6,RU000A101RT6,Казахст05,Нет данных,,0.15,2026-06-22,1000,98.88,988.8,1012.78,23.98,7.48,15.64,7.56
RU000A101RV2,RU000A101RV2,Казахст07,Нет данных,,1.39,2027-09-15,1000,90.67,906.7,927.7,21.0,6.55,14.7,7.22
RU000A101RW0,RU000A101RW0,Казахст08,Нет данных,,2.15,2028-06-19,1000,89.28,892.8,917.45,24.65,7.69,14.07,8.61
RU000A101RZ3,RU000A101RZ3,Казахст11,Нет данных,,4.38,2030-09-11,1000,75.86,758.6,781.04,22.44,7.0,15.2,9.23
RU000A101S08,RU000A101S08,Казахст12,Нет данных,,5.14,2031-06-16,1000,76.72,767.2,792.59,25.39,7.92,15.02,10.32
RU000A101S16,RU000A101S16,Казахст13,Нет данных,,5.14,2031-06-16,1000,77.3,773.0,798.39,25.39,7.92,14.81,10.25
RU000A101SC0,RU000A101SC0,ГТЛК 1P-18,AA-,3.0,9.07,2035-05-23,1000,91.52,915.2,940.33,25.13,7.84,17.38,8.57
RU000A101SD8,RU000A101SD8,ГТЛК 1P-19,AA-,3.0,9.07,2035-05-23,1000,86.19,861.9,887.45,25.55,7.97,16.76,9.25
RU000A101SF3,RU000A101SF3,Роснфт2P10,AAA,0.0,4.09,2030-05-29,1000,99.44,994.4,1020.04,25.64,8.0,13.71,8.05
RU000A101T56,RU000A101T56,РСЭКСМБ2Р2,AA+,1.0,4.1,2030-06-04,1000,104.32,1043.2,1102.18,58.98,18.4,14.54,17.64
RU000A101T64,RU000A101T64,Славнеф1Р1,AA,2.0,4.1,2030-06-04,1000,103.34,1033.4,1091.9,58.5,18.25,15.8,17.66
RU000A101T72,RU000A101T72,"Апт36,62P1",BBB+,7.0,4.1,2030-06-04,1000,99.95,999.5,1062.01,62.51,19.5,20.31,19.51
RU000A101TB0,RU000A101TB0,ВЭБ 1P-19,AAA,0.0,1.12,2027-06-10,1000,92.65,926.5,947.62,21.12,6.59,14.38,7.11
RU000A101TD6,RU000A101TD6,ИА ДОМ15P2,AAA,0.0,23.09,2049-05-28,187.02,87.98,164.54,168.08,3.54,5.9,0.0,6.71
RU000A101U61,RU000A101U61,Ульоб35002,BBB,8.0,1.16,2027-06-25,500,95.14,475.7,486.28,10.58,6.6,15.25,6.94
RU000A101U95,RU000A101U95,ИА ДОМ14P2,AAA,0.0,21.08,2047-05-28,219.54,,,,4.05,5.75,0.0,
RU000A101UE2,RU000A101UE2,РСЭКСМБ2Р3,AA+,1.0,4.14,2030-06-17,1000,94.98,949.8,971.08,21.28,6.64,11.7,6.99
RU000A101UU8,RU000A101UU8,sСоц.раз01,A-,6.0,0.7,2027-01-08,153.12,,,,5.01,10.21,0.0,
RU000A101UW4,RU000A101UW4,sСоц.раз02,A-,6.0,0.7,2027-01-08,153.12,100.09,153.26,161.27,8.01,16.31,17.05,16.3
RU000A101WD0,RU000A101WD0,ЯрОбл35018,A,5.0,0.07,2026-05-24,200,99.84,199.68,203.53,3.85,6.0,8.45,6.01
RU000A101WR0,RU000A101WR0,ОГК-2 2Р01,AA+,1.0,0.2,2026-07-08,1000,99.03,990.3,1022.68,32.38,10.1,15.68,10.2
RU000A101XD8,RU000A101XD8,iMT_FREE01,A-,6.0,0.21,2026-07-14,1000,100.29,1002.9,1073.42,70.52,22.0,20.88,21.94
RU000A101XN7,RU000A101XN7,Систем1P14,AA-,3.0,4.2,2030-07-10,1000,93.1,931.0,964.66,33.66,10.5,19.69,11.28
RU000A101XS6,RU000A101XS6,МОЭК БО1P4,AAA,0.0,0.22,2026-07-15,1000,100.78,1007.8,1060.69,52.89,16.5,12.78,16.37
RU000A101Z17,RU000A101Z17,СвердлОбл8,AA,2.0,1.25,2027-07-29,600,94.71,568.26,579.99,11.73,6.1,14.62,6.44
RU000A101Z74,RU000A101Z74,ГПБ001P17P,AA+,1.0,4.26,2030-07-31,1000,97.5,975.0,1015.87,40.87,12.75,14.54,13.08
RU000A101ZH4,RU000A101ZH4,ПочтаР1P10,AA,2.0,4.24,2030-07-23,1000,105.78,1057.8,1113.74,55.94,17.45,14.83,16.5
RU000A101ZU7,RU000A101ZU7,ИА Абс5 01,Нет данных,,26.63,2052-12-12,138.5,102.51,141.98,144.8,2.82,6.35,6.2,6.19
RU000A1020L5,RU000A1020L5,СамарОбл15,AA,2.0,0.27,2026-08-04,200,97.97,195.94,199.66,3.72,5.8,14.32,5.92
RU000A102192,RU000A102192,РОССИУМ2P1,BBB+,7.0,4.27,2030-08-05,1000,100.02,1000.2,1057.1,56.9,17.75,14.66,17.75
RU000A1021A6,RU000A1021A6,РОССИУМ2P2,BBB+,7.0,4.27,2030-08-05,1000,100.02,1000.2,1057.1,56.9,17.75,14.66,17.75
RU000A1021F5,RU000A1021F5,НКК 11,A,5.0,23.06,2049-05-17,1567.72,,,,6.58,1.31,0.0,
RU000A1021G3,RU000A1021G3,РВК-Ин1Р01,A+,4.0,4.28,2030-08-06,1000,100.01,1000.1,1060.2,60.1,18.75,19.22,18.75
RU000A1022E6,RU000A1022E6,ПР-Лиз 2P1,BBB+,7.0,3.29,2029-08-10,1000,100.85,1008.5,1069.4,60.9,19.0,19.32,18.84
RU000A1023K1,RU000A1023K1,Систем1P15,AA-,3.0,4.33,2030-08-26,1000,99.36,993.6,1046.49,52.89,16.5,19.08,16.61
RU000A1024L7,RU000A1024L7,Томскобл20,BBB+,7.0,1.24,2027-07-23,400,95.32,381.28,389.87,8.59,6.7,14.28,7.03
RU000A102556,RU000A102556,СЭЗ 1P2,BBB+,7.0,1.38,2027-09-14,1000,90.19,901.9,936.36,34.46,10.75,20.37,11.92
RU000A1026H0,RU000A1026H0,ГИДРОМАШБ3,A,5.0,4.4,2030-09-20,1000,99.35,993.5,1044.79,51.29,16.0,18.32,16.1
RU000A1027B1,RU000A1027B1,СберИОС349,AAA,0.0,0.19,2026-07-06,1000,103.49,1034.9,1034.93,0.03,0.01,0.0,0.01
RU000A102879,RU000A102879,ВТБСУБТ2-1,AAA,0.0,4.93,2031-04-02,10000000,97,9700000.0,10234032.88,534032.88,16.66,18.36,17.18
RU000A102887,RU000A102887,ВТБСУБТ2-2,AAA,0.0,4.93,2031-04-02,10000000,82.51,8251000.0,8802342.47,551342.47,17.2,24.7,20.85
RU000A1028T1,RU000A1028T1,ФСК РС1Р2,AAA,0.0,9.43,2035-10-02,1000,,,,21.16,6.6,0.0,
RU000A102952,RU000A102952,ВИС Ф БП01,A+,4.0,1.46,2027-10-12,1000,92.33,923.3,955.35,32.05,10.0,16.98,10.83
RU000A102986,RU000A102986,СУЭК-Ф1P6R,A+,4.0,4.45,2030-10-10,1000,100.01,1000.1,1060.68,60.58,18.9,19.76,18.9
RU000A102A15,RU000A102A15,СПбГО35003,AAA,0.0,0.96,2027-04-13,500,94.65,473.25,482.95,9.7,6.05,14.21,6.39
RU000A102AP8,RU000A102AP8,ИА ДОМ17P2,AAA,0.0,24.59,2050-11-28,272.15,80.38,218.75,223.29,4.54,5.2,0.0,6.47
RU000A102BK7,RU000A102BK7,О'КЕЙ Б1Р4,A-,6.0,4.5,2030-10-25,1000,84.11,841.1,872.83,31.73,9.9,15.64,11.77
RU000A102CK5,RU000A102CK5,RUS-27 EUR,Нет данных,,1.57,2027-11-20,100000,90,90000.0,90360.62,360.62,1.125,8.19,1.25
RU000A102CL3,RU000A102CL3,RUS-32 EUR,Нет данных,,6.57,2032-11-20,100000,69.5,69500.0,70093.01,593.01,1.85,7.99,2.66
RU000A102CR0,RU000A102CR0,МосОб35015,AAA,0.0,0.54,2026-11-10,300,96.06,288.18,293.9,5.72,5.95,14.39,6.19
RU000A102CT6,RU000A102CT6,СвердлОбл9,AA,2.0,1.56,2027-11-17,400,93.19,372.76,380.77,8.01,6.25,14.12,6.71
RU000A102D46,RU000A102D46,ИА ДОМ18P2,AAA,0.0,24.84,2051-02-28,284.69,82.95,236.15,241.49,5.34,5.85,0.0,7.05
RU000A102DB2,RU000A102DB2,ГПБ001P18P,AA+,1.0,4.57,2030-11-20,1000,103.44,1034.4,1082.48,48.08,15.0,14.34,14.5
RU000A102DS6,RU000A102DS6,НижгорОб15,AAA,0.0,0.08,2026-05-27,400,99.39,397.56,405.38,7.82,6.1,14.6,6.14
RU000A102E52,RU000A102E52,ПочтаРБ1P9,AA,2.0,4.55,2030-11-13,1000,100.04,1000.4,1021.56,21.16,6.6,6.68,6.6
RU000A102EE4,RU000A102EE4,Роснфт3P02,AAA,0.0,4.55,2030-11-14,1000,105,1050.0,1075.64,25.64,8.0,-0.66,7.62
RU000A102EF1,RU000A102EF1,Роснфт3P01,AAA,0.0,4.55,2030-11-14,1000,105,1050.0,1075.64,25.64,8.0,-0.66,7.62
RU000A102FS1,RU000A102FS1,Систем1P16,AA-,3.0,4.58,2030-11-25,1000,92.03,920.3,953.32,33.02,10.3,19.79,11.19
RU000A102FT9,RU000A102FT9,Систем1P17,AA-,3.0,4.58,2030-11-25,1000,100.52,1005.2,1078.93,73.73,23.0,17.67,22.88
RU000A102FV5,RU000A102FV5,Челяб35001,AA,2.0,1.59,2027-11-30,400,93.99,375.96,383.65,7.69,6.0,13.49,6.38
RU000A102G35,RU000A102G35,МосОб35016,AAA,0.0,1.59,2027-11-30,300,95.73,287.19,292.91,5.72,5.95,14.54,6.22
RU000A102GD1,RU000A102GD1,ИАДОМ Б1P3,AAA,0.0,23.67,2049-12-28,227.93,83.18,189.59,193.97,4.38,6.0,0.0,7.21
RU000A102GJ8,RU000A102GJ8,ГПБ001P19P,AA+,1.0,4.62,2030-12-11,1000,98.8,988.0,1028.87,40.87,12.75,14.38,12.9
RU000A102GV3,RU000A102GV3,ИАДОМ Б1P1,AAA,0.0,19.5,2045-10-28,348.82,,,,6.76,6.05,0.0,
RU000A102H34,RU000A102H34,СтаврКрай4,A+,4.0,1.63,2027-12-14,250,93.51,233.78,238.75,4.97,6.2,15.31,6.63
RU000A102HA5,RU000A102HA5,МСПБанкС01,BBB-,9.0,4.6,2030-12-03,10000000,50.1,5010000.0,5282465.75,272465.75,8.5,30.72,16.97
RU000A102HC1,RU000A102HC1,Сбер2СУБ2R,AAA,0.0,4.87,2031-03-11,10000000,98.4,9840000.0,10320821.92,480821.92,15.0,16.06,15.24
RU000A102HU3,RU000A102HU3,iУОМЗ Б-П2,A-,6.0,4.61,2030-12-04,1000,99.8,998.0,998.32,0.32,0.1,1.61,0.1
RU000A102HX7,RU000A102HX7,РОССИУМ2P3,BBB+,7.0,4.61,2030-12-04,1000,,,,58.5,18.25,0.0,
RU000A102JB9,RU000A102JB9,ИАДОМ Б1P2,AAA,0.0,24.59,2050-11-28,302.8,83.39,252.5,258.37,5.87,6.05,0.0,7.26
RU000A102K13,RU000A102K13,ИАДОМ Б1P4,AAA,0.0,25.17,2051-06-28,259.82,85.94,223.29,229.87,6.58,7.9,0.0,9.19
RU000A102K39,RU000A102K39,РЕСОЛизБП8,AA-,3.0,4.62,2030-12-09,1000,101.38,1013.8,1058.68,44.88,14.0,11.98,13.81
