SECID,ISIN,SHORTNAME,RATING,RATING_SCORE,YEARS_TO_MATURITY,MATDATE,FACEVALUE,LASTPRICE,CLEAN_PRICE_RUB,DIRTY_PRICE_RUB,ACCRUEDINT,COUPONPERCENT,YTM_PCT,CURRENT_YIELD_PCT
RU000A10C6W2,RU000A10C6W2,Абрау2P-01,A+,4.0,0.73,2027-01-19,1000,101.24,1012.4,1062.08,49.68,15.5,14.6,15.31
RU000A10C6Y8,RU000A10C6Y8,ЛЕГЕНДА2P5,BBB,8.0,1.22,2027-07-18,1000,97.37,973.7,973.7,0.0,,21.25,0.0
RU000A10C6Z5,RU000A10C6Z5,ЛЕГЕНДА2P4,BBB,8.0,1.22,2027-07-18,1000,102.58,1025.8,1090.71,64.91,20.25,19.42,19.74
RU000A10C725,RU000A10C725,МЕТИН2P01,AA+,1.0,2.21,2028-07-12,1000,99.91,999.1,999.1,0.0,,15.14,0.0
RU000A10C741,RU000A10C741,Кокс01Р4,BBB+,7.0,2.21,2028-07-13,1000,94.35,943.5,1010.82,67.32,21.0,33.89,22.26
RU000A10C758,RU000A10C758,РКС2Р6,BBB-,9.0,2.21,2028-07-13,1000,98.8,988.0,1068.14,80.14,25.0,28.98,25.3
RU000A10C7C2,RU000A10C7C2,iЭдьюкейшн,BBB,8.0,2.21,2028-07-14,1000,99.8,998.0,1061.31,63.31,19.75,21.77,19.79
RU000A10C7E8,RU000A10C7E8,ГПБ004Р24,AA+,1.0,1.3,2027-08-15,1000,103,1030.0,1030.03,0.03,0.01,-2.24,0.01
RU000A10C7G3,RU000A10C7G3,СберИОС737,AAA,0.0,0.26,2026-07-31,1000,98.6,986.0,986.03,0.03,0.01,0.0,0.01
RU000A10C873,RU000A10C873,СКСЛомбБ01,Нет данных,,2.22,2028-07-15,1000,105.7,1057.0,1148.36,91.36,28.5,28.22,26.96
RU000A10C899,RU000A10C899,СовкмЛ П12,AA-,3.0,0.26,2026-07-30,1000,,,,50.01,15.6,0.0,
RU000A10C8A4,RU000A10C8A4,ПолиплП2Б8,A,5.0,0.74,2027-01-22,100,101.5289,101.53,106.0,4.47,13.95,12.47,13.74
RU000A10C8B2,RU000A10C8B2,СОБИЛИЗ1Р7,BB,11.0,2.22,2028-07-15,820,97.5,799.5,859.96,60.46,23.0,27.87,23.59
RU000A10C8C0,RU000A10C8C0,РЖД 1Р-44R,AAA,0.0,2.79,2029-02-10,1000,100.9,1009.0,1053.72,44.72,13.95,14.44,13.83
RU000A10C8F3,RU000A10C8F3,Брус 2Р04,A-,6.0,2.24,2028-07-23,1000,100.62,1006.2,1075.12,68.92,21.5,23.32,21.37
RU000A10C8H9,RU000A10C8H9,ОилРес1P2,BBB-,9.0,4.19,2030-07-06,1000,102.1,1021.0,1110.75,89.75,28.0,30.8,27.42
RU000A10C8J5,RU000A10C8J5,ИАДОМ 1P56,AAA,0.0,29.67,2055-12-28,882.13,86.19,760.31,784.06,23.75,8.4,0.0,9.75
RU000A10C8K3,RU000A10C8K3,ВОКСИС-04,BBB+,7.0,0.5,2026-10-25,1000,100.76,1007.6,1071.71,64.11,20.0,20.01,19.85
RU000A10C8M9,RU000A10C8M9,ММЗ001P-03,B+,13.0,2.22,2028-07-16,1000,101.87,1018.7,1090.82,72.12,22.5,22.57,22.09
RU000A10C8Q0,RU000A10C8Q0,НорНик1P13,AAA,0.0,4.19,2030-07-06,100,101.5,101.5,103.98,2.48,7.75,5.91,7.64
RU000A10C8S6,RU000A10C8S6,Сбер SbD8R,AAA,0.0,4.28,2030-08-07,1000,55.21,552.1,552.1,0.0,,14.89,0.0
RU000A10C8T4,RU000A10C8T4,СибурХ1Р07,AAA,0.0,2.8,2029-02-11,1000,101.89,1018.9,1063.62,44.72,13.95,13.97,13.69
RU000A10C931,RU000A10C931,СберИОС747,AAA,0.0,0.34,2026-08-28,1000,104.99,1049.9,1049.93,0.03,0.01,0.0,0.01
RU000A10C949,RU000A10C949,ИА ТБ-2_А1,Нет данных,,18.25,2044-07-27,100,,,,6.09,19.0,0.0,
RU000A10C956,RU000A10C956,СбКИБ1P195,AAA,0.0,6.88,2033-03-15,1000,44.68,446.8,446.8,0.0,,0.0,0.0
RU000A10C972,RU000A10C972,СбКИБ1P196,AAA,0.0,5.8,2032-02-12,1000,,,,0.0,,0.0,
RU000A10C980,RU000A10C980,СбКИБ1P197,AAA,0.0,3.89,2030-03-18,1000,,,,0.0,,0.0,
RU000A10C998,RU000A10C998,СбКИБ1P198,AAA,0.0,5.89,2032-03-17,1000,,,,0.0,,0.0,
RU000A10C9A2,RU000A10C9A2,СбКИБ1P199,AAA,0.0,1.83,2028-02-24,1000,,,,0.0,,0.0,
RU000A10C9B0,RU000A10C9B0,СбКИБ1P200,AAA,0.0,1.83,2028-02-25,1000,,,,0.0,,0.0,
RU000A10C9C8,RU000A10C9C8,СбКИБ1P201,AAA,0.0,1.9,2028-03-20,1000,,,,0.0,,0.0,
RU000A10C9D6,RU000A10C9D6,СбКИБ1P202,AAA,0.0,6.98,2033-04-20,1000,,,,0.0,,0.0,
RU000A10C9W6,RU000A10C9W6,ИА ТБ-2_Б1,Нет данных,,18.25,2044-07-27,100,,,,0.0,,0.0,
RU000A10C9Y2,RU000A10C9Y2,НОВАТЭК1Р5,AAA,0.0,3.71,2030-01-11,1000,99.6287,996.29,1018.73,22.44,7.0,7.35,7.03
RU000A10C9Z9,RU000A10C9Z9,УПТК65 1P1,BB,11.0,4.2,2030-07-10,1000,100.37,1003.7,1077.43,73.73,23.0,25.41,22.92
RU000A10CAQ0,RU000A10CAQ0,АЛЬФАДОНБ1,B+,13.0,4.21,2030-07-12,1000,97.69,976.9,1066.65,89.75,28.0,33.46,28.66
RU000A10CAU2,RU000A10CAU2,ГПБ004Р25,AA+,1.0,2.36,2028-09-04,1000,80.3,803.0,803.03,0.03,0.01,9.77,0.01
RU000A10CB66,RU000A10CB66,Сегежа3P6R,BB-,12.0,1.75,2028-01-25,1000,94.9,949.0,1024.33,75.33,23.5,30.87,24.76
RU000A10CBA2,RU000A10CBA2,Сбер SbD9R,AAA,0.0,4.42,2030-09-29,1000,54.59,545.9,545.9,0.0,,14.66,0.0
RU000A10CBY2,RU000A10CBY2,СФОСДМИ 01,AAA,0.0,24.16,2050-06-23,1087671.23,,,,0.0,,0.0,
RU000A10CC08,RU000A10CC08,СберИОС750,AAA,0.0,2.43,2028-09-29,1000,96.6,966.0,966.03,0.03,0.01,0.0,0.01
RU000A10CC24,RU000A10CC24,РусГид2Р07,AAA,0.0,2.25,2028-07-26,1000,101,1010.0,1054.4,44.4,13.85,14.17,13.71
RU000A10CC32,RU000A10CC32,БалтЛизП19,AA-,3.0,2.34,2028-08-27,1000,98.57,985.7,1040.19,54.49,17.0,19.85,17.25
RU000A10CC99,RU000A10CC99,МБЭС 2P-04,AAA,0.0,9.16,2035-06-23,1000,101.01,1010.1,1057.06,46.96,14.65,15.08,14.5
RU000A10CCB8,RU000A10CCB8,СЗА БО-03,BB-,12.0,2.25,2028-07-27,1000,99.99,999.9,1080.04,80.14,25.0,28.08,25.0
RU000A10CCG7,RU000A10CCG7,iКарРус1P7,BBB+,7.0,1.26,2027-08-02,1000,90.76,907.6,966.1,58.5,18.25,30.56,20.11
RU000A10CCJ1,RU000A10CCJ1,СлавЭКО1Р4,BBB-,9.0,2.35,2028-09-01,100,98.822,98.82,102.99,4.17,13.0,14.41,13.16
RU000A10CCL7,RU000A10CCL7,ГПБ004Р26,AA+,1.0,1.36,2027-09-04,1000,101.39,1013.9,1013.93,0.03,0.01,-1.0,0.01
RU000A10CCN3,RU000A10CCN3,О'КЕЙ Б1Р8,A-,6.0,2.25,2028-07-28,1000,100.2,1002.0,1056.17,54.17,16.9,17.95,16.87
RU000A10CCS2,RU000A10CCS2,СбКИБ1P179,AAA,0.0,5.42,2031-09-26,1000,,,,0.0,,0.0,
RU000A10CCT0,RU000A10CCT0,СбКИБ1P180,AAA,0.0,0.94,2027-04-07,1000.0,,,,0.0,,,
RU000A10CCU8,RU000A10CCU8,СбКИБ1P181,AAA,0.0,6.54,2032-11-09,1000,45.07,450.7,450.7,0.0,,0.0,0.0
RU000A10CCW4,RU000A10CCW4,СбКИБ1P183,AAA,0.0,6.71,2033-01-12,1000,44.48,444.8,444.8,0.0,,0.0,0.0
RU000A10CCX2,RU000A10CCX2,СбКИБ1P184,AAA,0.0,1.63,2027-12-13,1000,,,,0.0,,0.0,
RU000A10CCY0,RU000A10CCY0,СбКИБ1P185,AAA,0.0,1.63,2027-12-13,1000,99.54,995.4,995.4,0.0,,0.0,0.0
RU000A10CCZ7,RU000A10CCZ7,СбКИБ1P186,AAA,0.0,6.83,2033-02-24,1000,64.31,643.1,643.1,0.0,,0.0,0.0
RU000A10CD64,RU000A10CD64,СбКИБ1P193,AAA,0.0,1.27,2027-08-03,1000,,,,0.0,,0.0,
RU000A10CD72,RU000A10CD72,СбКИБ1P194,AAA,0.0,1.11,2027-06-07,1000,,,,0.0,,0.0,
RU000A10CDX0,RU000A10CDX0,ЭконЛиз2Р1,BBB-,9.0,2.29,2028-08-10,1000,99.73,997.3,1067.82,70.52,22.0,24.3,22.06
RU000A10CDZ5,RU000A10CDZ5,РЖД 1Р-45R,AAA,0.0,3.16,2029-06-24,1000,100.25,1002.5,1046.9,44.4,13.85,14.65,13.82
RU000A10CEH1,RU000A10CEH1,ВТБС1-1596,AAA,0.0,2.63,2028-12-14,1000,,,,0.03,0.01,0.0,
RU000A10CEJ7,RU000A10CEJ7,ВТБС1-1597,AAA,0.0,0.55,2026-11-13,1000,5,50.0,50.03,0.03,0.01,0.0,0.2
RU000A10CEK5,RU000A10CEK5,ВТБС1-1598,AAA,0.0,0.83,2027-02-24,1000,,,,0.03,0.01,0.0,
RU000A10CEL3,RU000A10CEL3,ВТБС1-1599,AAA,0.0,0.43,2026-10-02,1000,4.99,49.9,49.93,0.03,0.01,0.0,0.2
RU000A10CEM1,RU000A10CEM1,ВТБС1-1600,AAA,0.0,0.47,2026-10-16,1000,5,50.0,50.03,0.03,0.01,0.0,0.2
RU000A10CF13,RU000A10CF13,ВТБС1-1614,AAA,0.0,4.95,2031-04-09,1000,,,,0.03,0.01,0.0,
RU000A10CF21,RU000A10CF21,ВТБС1-1615,AAA,0.0,2.44,2028-10-03,1000,75.89,758.9,758.93,0.03,0.01,0.0,0.01
RU000A10CF39,RU000A10CF39,ВТБС1-1616,AAA,0.0,4.36,2030-09-04,1000,54.62,546.2,546.23,0.03,0.01,0.0,0.02
RU000A10CF47,RU000A10CF47,ВТБС1-1617,AAA,0.0,2.4,2028-09-19,1000,,,,0.03,0.01,0.0,
RU000A10CF54,RU000A10CF54,ВТБС1-1618,AAA,0.0,4.38,2030-09-11,1000,55.48,554.8,554.83,0.03,0.01,0.0,0.02
RU000A10CF62,RU000A10CF62,ВТБС1-1619,AAA,0.0,4.39,2030-09-16,1000,55.52,555.2,555.23,0.03,0.01,0.0,0.02
RU000A10CF70,RU000A10CF70,ВТБС1-1620,AAA,0.0,4.79,2031-02-10,1000,50.27,502.7,502.73,0.03,0.01,0.0,0.02
RU000A10CF88,RU000A10CF88,ГПБ006Р01P,AA+,1.0,4.33,2030-08-26,1000,55.95,559.5,559.5,0.0,,14.35,0.0
RU000A10CFK2,RU000A10CFK2,ТБ-4_А1,AAA,0.0,6.49,2032-10-21,1000,100.3,1003.0,1054.29,51.29,16.0,16.75,15.95
RU000A10CG79,RU000A10CG79,МСПБанк3P2,BBB-,9.0,1.28,2027-08-09,1000,100.1,1001.0,1001.0,0.0,,17.34,0.0
RU000A10CH03,RU000A10CH03,Эфферон1Р1,BB,11.0,2.31,2028-08-17,1000,99.84,998.4,1068.92,70.52,22.0,23.97,22.04
RU000A10CH11,RU000A10CH11,ПолиплП2Б9,A,5.0,1.78,2028-02-07,100,100.0817,100.08,103.69,3.61,11.25,11.73,11.24
RU000A10CH37,RU000A10CH37,Денум 1Р2,BB-,12.0,2.28,2028-08-05,1000,100.67,1006.7,1085.23,78.53,24.5,26.97,24.34
RU000A10CHR3,RU000A10CHR3,АЛЬФАБ1Р28,BBB,8.0,2.89,2029-03-19,1000,104.91,1049.1,1049.13,0.03,0.01,-1.63,0.01
RU000A10CHS1,RU000A10CHS1,АЛЬФАБ1Р29,BBB,8.0,4.87,2031-03-09,1000,59.99,599.9,599.93,0.03,0.01,11.09,0.02
RU000A10CHX1,RU000A10CHX1,МГКЛ-G01,BB-,12.0,2.28,2028-08-06,11543.44,100.1,11554.98,12073.01,518.03,14.0,14.79,13.99
RU000A10CJ84,RU000A10CJ84,СибСтекБ02,BB-,12.0,2.29,2028-08-09,1000,99.64,996.4,1074.93,78.53,24.5,28.07,24.59
RU000A10CJ92,RU000A10CJ92,ПР-Лиз 2P3,BBB+,7.0,9.19,2035-07-05,1000,96.56,965.6,1029.71,64.11,20.0,25.65,20.71
RU000A10CKS5,RU000A10CKS5,АлфФб ПК1,AAA,0.0,5.18,2031-07-01,730.99,99.87,730.04,767.53,37.49,16.0,17.26,16.02
RU000A10CKY3,RU000A10CKY3,ЛСР БО1Р11,A,5.0,2.29,2028-08-11,1000,101.3,1013.0,1064.29,51.29,16.0,16.29,15.79
RU000A10CKZ0,RU000A10CKZ0,ЕврХол3P04,AA,2.0,1.8,2028-02-13,1000,100.43,1004.3,1048.86,44.56,13.9,14.51,13.84
RU000A10CL07,RU000A10CL07,Магнит4P09,AAA,0.0,1.31,2027-08-17,1000,100.43,1004.3,1046.93,42.63,13.3,13.73,13.24
RU000A10CL23,RU000A10CL23,ГПБ004Р27,AA+,1.0,2.39,2028-09-15,1000,97.9,979.0,979.03,0.03,0.01,0.9,0.01
RU000A10CL31,RU000A10CL31,СберИОС754,AAA,0.0,0.39,2026-09-15,1000,104.5,1045.0,1045.03,0.03,0.01,0.0,0.01
RU000A10CL49,RU000A10CL49,СберИОС752,AAA,0.0,2.48,2028-10-20,1000,95.2,952.0,952.03,0.03,0.01,0.0,0.01
RU000A10CL56,RU000A10CL56,СберИОС753,AAA,0.0,2.46,2028-10-13,1000,94.4,944.0,944.03,0.03,0.01,0.0,0.01
RU000A10CL64,RU000A10CL64,Сегежа3P7R,BB-,12.0,0.81,2027-02-18,100,93.9894,93.99,98.16,4.17,13.0,23.33,13.83
RU000A10CLD5,RU000A10CLD5,МСБЛиз3P06,BBB-,9.0,3.28,2029-08-07,1000,101.87,1018.7,1092.43,73.73,23.0,23.58,22.58
RU000A10CLT1,RU000A10CLT1,СФОРЛО-2 А,Нет данных,,4.32,2030-08-23,893.7,99.27,887.18,955.93,68.75,24.0,26.8,24.18
RU000A10CLX3,RU000A10CLX3,УралСт1Р05,BB-,12.0,1.8,2028-02-15,1000,90.15,901.5,960.8,59.3,18.5,28.54,20.52
RU000A10CLZ8,RU000A10CLZ8,Л-Старт 01,B,14.0,3.33,2029-08-24,1000,100.62,1006.2,1102.36,96.16,30.0,33.11,29.82
RU000A10CM06,RU000A10CM06,АПРИ 2Р11,BBB-,9.0,2.3,2028-08-13,1000,101.38,1013.8,1093.94,80.14,25.0,27.09,24.66
RU000A10CM14,RU000A10CM14,Росинтер01,BB+,10.0,2.33,2028-08-25,1000,96.07,960.7,1042.44,81.74,25.5,34.56,26.54
RU000A10CM22,RU000A10CM22,ДОМ 2P6,AAA,0.0,0.84,2027-02-26,1000,99.49,994.9,994.9,0.0,,16.85,0.0
RU000A10CM71,RU000A10CM71,iАйдеко 01,BB-,12.0,2.34,2028-08-29,1000,102.89,1028.9,1115.45,86.55,27.0,25.11,26.24
RU000A10CM89,RU000A10CM89,КИФА БО-01,BBB,8.0,1.32,2027-08-23,100,100.15,100.15,104.8,4.65,14.5,15.34,14.48
RU000A10CMD3,RU000A10CMD3,РостелP19R,AAA,0.0,1.49,2027-10-22,1000,99.97,999.7,1042.33,42.63,13.3,14.17,13.3
RU000A10CMQ5,RU000A10CMQ5,НовТех1Р8,A-,6.0,1.33,2027-08-24,1000,101.5,1015.0,1069.49,54.49,17.0,16.92,16.75
RU000A10CMR3,RU000A10CMR3,СибурХ1Р08,AAA,0.0,4.28,2030-08-08,100,98.9531,98.95,101.08,2.13,6.65,7.2,6.72
RU000A10CMT9,RU000A10CMT9,ЯНДЕКС1Р2,AAA,0.0,1.83,2028-02-26,1000,100.46,1004.6,1047.87,43.27,13.5,14.05,13.44
RU000A10CMV5,RU000A10CMV5,СберИОС721,AAA,0.0,1.36,2027-09-06,1000,93.7,937.0,937.03,0.03,0.01,0.0,0.01
RU000A10CN47,RU000A10CN47,РоялКапБ3,B,14.0,2.32,2028-08-20,1000,103.5,1035.0,1127.96,92.96,29.0,30.55,28.02
RU000A10CN62,RU000A10CN62,ЮСВ 1Р1,BBB-,9.0,2.32,2028-08-20,1000,99.75,997.5,997.5,0.0,,21.63,0.0
RU000A10CN88,RU000A10CN88,ВТБС1-1641,AAA,0.0,4.97,2031-04-16,1000,63.97,639.7,639.73,0.03,0.01,0.0,0.02
RU000A10CNB5,RU000A10CNB5,ВТБС1-1643,AAA,0.0,4.99,2031-04-23,1000,50.4,504.0,504.03,0.03,0.01,0.0,0.02
RU000A10CNG4,RU000A10CNG4,ВТБС1-1648,AAA,0.0,4.52,2030-11-04,1000,53.6,536.0,536.03,0.03,0.01,0.0,0.02
RU000A10CNN0,RU000A10CNN0,ВТБС1-1654,AAA,0.0,5.08,2031-05-28,1000,100,1000.0,1000.03,0.03,0.01,0.0,0.01
RU000A10CP11,RU000A10CP11,СИНАРА1К1,Нет данных,,2.37,2028-09-10,1000,,,,54.49,17.0,0.0,
RU000A10CP52,RU000A10CP52,ГазКап3P19,AAA,0.0,1.34,2027-08-30,1000,98.5985,985.98,1006.5,20.52,6.4,7.77,6.49
RU000A10CP78,RU000A10CP78,ПСБ 4P-01,AAA,0.0,2.36,2028-09-05,1000,101.65,1016.5,1062.18,45.68,14.25,14.29,14.02
RU000A10CPB0,RU000A10CPB0,ЭлАп БО-03,BB-,12.0,4.36,2030-09-04,1000,106.67,1066.7,1134.02,67.32,21.0,20.14,19.69
RU000A10CQ77,RU000A10CQ77,КАМАЗ БП16,A,5.0,1.35,2027-09-02,1000,99.46,994.6,1042.36,47.76,14.9,16.48,14.98
RU000A10CQ85,RU000A10CQ85,МТС 1P-29,AAA,0.0,4.31,2030-08-17,1000,100.25,1002.5,1047.38,44.88,14.0,14.59,13.97
RU000A10CQ93,RU000A10CQ93,КАМАЗ БП17,A,5.0,1.35,2027-09-02,1000,97.8,978.0,978.0,0.0,,18.25,0.0
RU000A10CQA0,RU000A10CQA0,ПолипП2Б10,A,5.0,0.86,2027-03-06,100,104.25,104.25,108.08,3.83,11.95,6.88,11.46
RU000A10CQB8,RU000A10CQB8,СовкомБИ05,AA,2.0,0.38,2026-09-12,1000,128.12,1281.2,1281.23,0.03,0.01,-48.32,0.01
RU000A10CQE2,RU000A10CQE2,ВТБЛИЗ 1Р3,AA,2.0,2.34,2028-08-27,834,101.74,848.51,889.95,41.44,15.5,14.84,15.23
RU000A10CQG7,RU000A10CQG7,ГПБ006Р02P,AA+,1.0,4.41,2030-09-25,1000,58.38,583.8,583.8,0.0,,12.97,0.0
RU000A10CQH5,RU000A10CQH5,ГПБ004Р28,AA+,1.0,2.43,2028-09-29,1000,89.9,899.0,899.03,0.03,0.01,4.5,0.01
RU000A10CQJ1,RU000A10CQJ1,ГПБ004Р29,AA+,1.0,2.43,2028-09-29,1000,85.9,859.0,859.03,0.03,0.01,6.48,0.01
RU000A10CQQ6,RU000A10CQQ6,ВТБС1-1665,AAA,0.0,2.77,2029-02-01,1000,,,,0.03,0.01,0.0,
RU000A10CQU8,RU000A10CQU8,ВТБС1-1669,AAA,0.0,2.48,2028-10-19,1000,84.29,842.9,842.93,0.03,0.01,0.0,0.01
RU000A10CQV6,RU000A10CQV6,ВТБС1-1670,AAA,0.0,2.52,2028-11-02,1000,72,720.0,720.03,0.03,0.01,0.0,0.01
RU000A10CQX2,RU000A10CQX2,СберИОС758,AAA,0.0,4.41,2030-09-25,1000,,,,0.03,0.01,0.0,
RU000A10CQZ7,RU000A10CQZ7,СберИОС757,AAA,0.0,2.5,2028-10-27,1000,101.9,1019.0,1019.03,0.03,0.01,0.0,0.01
RU000A10CR50,RU000A10CR50,ГТЛК 2P-10,AA-,3.0,2.34,2028-08-30,1000,97.98,979.8,979.8,0.0,,17.6,0.0
RU000A10CR92,RU000A10CR92,КВАЗАРЛ-01,B,14.0,2.35,2028-08-31,805.54,100.25,807.55,872.1,64.55,25.0,27.75,24.94
RU000A10CRA8,RU000A10CRA8,Гланит01,Нет данных,,4.32,2030-08-21,1000,100.37,1003.7,1003.7,0.0,,15.0,0.0
RU000A10CRB6,RU000A10CRB6,Кокс01Р6,BBB+,7.0,2.35,2028-08-31,1000,93.09,930.9,996.61,65.71,20.5,30.08,22.02
RU000A10CRC4,RU000A10CRC4,НорНик1P14,AAA,0.0,3.33,2029-08-26,100,98.2914,98.29,100.34,2.05,6.4,7.25,6.51
RU000A10CRD2,RU000A10CRD2,НорНик1P15,AAA,0.0,4.32,2030-08-21,1000,100.7607,1007.61,1031.65,24.04,7.5,6.96,7.44
RU000A10CRG5,RU000A10CRG5,ФеррумБП2,BB-,12.0,2.51,2028-10-31,1000,98,980.0,1053.73,73.73,23.0,28.63,23.47
RU000A10CRJ9,RU000A10CRJ9,ЦР БО-05,C,,2.35,2028-09-01,1000,82.14,821.4,901.54,80.14,25.0,45.61,30.44
RU000A10CRP6,RU000A10CRP6,Байсэл 1Р3,BB-,12.0,3.15,2029-06-19,1000,102,1020.0,1093.73,73.73,23.0,23.92,22.55
RU000A10CS75,RU000A10CS75,Аэрофл2Б02,AA,2.0,4.33,2030-08-24,1000,99.38,993.8,993.8,0.0,,15.12,0.0
RU000A10CS83,RU000A10CS83,Органик1Р2,BB+,10.0,2.35,2028-09-03,1000,101.96,1019.6,1089.32,69.72,21.75,22.78,21.33
RU000A10CS91,RU000A10CS91,Росагрл2Р4,AA-,3.0,2.45,2028-10-09,1000,99.3,993.0,993.0,0.0,,15.82,0.0
RU000A10CSA6,RU000A10CSA6,АЛЬЯНС 1P8,BBB-,9.0,2.35,2028-09-03,1000,99.27,992.7,1063.22,70.52,22.0,24.85,22.16
RU000A10CSD0,RU000A10CSD0,РУСАЛ 1Р15,A+,4.0,0.88,2027-03-13,1000,100.7434,1007.43,1030.67,23.24,7.25,6.56,7.2
RU000A10CSG3,RU000A10CSG3,МЕТИН2P02,AA+,1.0,4.33,2030-08-24,100,94.8,94.8,96.82,2.02,6.3,8.03,6.65
RU000A10CSL3,RU000A10CSL3,СовкмЛ П13,AA-,3.0,0.4,2026-09-21,1000,,,,47.12,14.7,0.0,
RU000A10CSP4,RU000A10CSP4,Башкрт125,AA+,1.0,1.4,2027-09-20,1000,100.74,1007.4,1052.28,44.88,14.0,14.26,13.9
RU000A10CSQ2,RU000A10CSQ2,НоваБев3Р1,AA,2.0,2.36,2028-09-06,1000,101.58,1015.8,1062.28,46.48,14.5,14.52,14.27
RU000A10CSR0,RU000A10CSR0,ГЛАВСНАБ01,B-,15.0,2.36,2028-09-06,1000,79.37,793.7,869.03,75.33,23.5,43.54,29.61
RU000A10CST6,RU000A10CST6,СКСЛомбБ02,Нет данных,,2.36,2028-09-06,1000,104.19,1041.9,1128.45,86.55,27.0,27.62,25.91
RU000A10CSX8,RU000A10CSX8,ИКС5Фи3P14,AAA,0.0,9.35,2035-09-02,1000,99.93,999.3,999.3,0.0,,14.54,0.0
RU000A10CSZ3,RU000A10CSZ3,ГазКап3P16,AAA,0.0,0.89,2027-03-17,1000,,,,0.0,,0.0,
RU000A10CT09,RU000A10CT09,ИнтелК Б01,B+,13.0,2.37,2028-09-07,900,101.75,915.75,987.87,72.12,25.0,26.54,24.57
RU000A10CT25,RU000A10CT25,ГазКап3P17,AAA,0.0,0.89,2027-03-17,1000,,,,0.0,,0.0,
RU000A10CT33,RU000A10CT33,Атомэнпр08,AAA,0.0,4.39,2030-09-17,1000,103.56,1035.6,1082.72,47.12,14.7,14.32,14.19
RU000A10CT41,RU000A10CT41,РостелP20R,AAA,0.0,2.37,2028-09-07,1000,99.71,997.1,997.1,0.0,,14.78,0.0
RU000A10CT58,RU000A10CT58,ДОМ 2P7,AAA,0.0,0.9,2027-03-23,1000,100.35,1003.5,1003.5,0.0,,14.12,0.0
RU000A10CT74,RU000A10CT74,ФЕРА1Р1,BB+,10.0,2.37,2028-09-07,880,100.58,885.1,944.34,59.24,21.0,21.2,20.88
RU000A10CTB2,RU000A10CTB2,Агроэко1Р1,A,5.0,2.4,2028-09-20,1000,97.69,976.9,976.9,0.0,,17.49,0.0
RU000A10CTG1,RU000A10CTG1,МИРРИКО1P5,BBB-,9.0,2.37,2028-09-09,1000,99.65,996.5,1068.62,72.12,22.5,25.21,22.58
RU000A10CTH9,RU000A10CTH9,ПолипП2Б11,A,5.0,1.39,2027-09-15,100,100.1068,100.11,103.78,3.67,11.45,11.96,11.44
RU000A10CTJ5,RU000A10CTJ5,БЭЛТИ БОП8,BB-,12.0,3.36,2029-09-04,1000,102.5,1025.0,1101.93,76.93,24.0,25.24,23.41
RU000A10CTK3,RU000A10CTK3,РОССИЯ1Р1,AA-,3.0,0.4,2026-09-20,1000,100,1000.0,1000.0,0.0,,14.37,0.0
RU000A10CTL1,RU000A10CTL1,МАЭСТР2Р01,Нет данных,,4.44,2030-10-05,1000,,,,0.0,,0.0,
RU000A10CTP2,RU000A10CTP2,СберИОС759,AAA,0.0,4.54,2030-11-12,1000,105,1050.0,1050.03,0.03,0.01,0.0,0.01
RU000A10CTR8,RU000A10CTR8,СберИОС760,AAA,0.0,2.55,2028-11-13,1000,105,1050.0,1050.03,0.03,0.01,0.0,0.01
RU000A10CTS6,RU000A10CTS6,СберИОС761,AAA,0.0,2.48,2028-10-20,1000,,,,0.03,0.01,0.0,
RU000A10CTT4,RU000A10CTT4,СберИОС762,AAA,0.0,0.48,2026-10-21,1000,,,,0.03,0.01,0.0,
RU000A10CTX6,RU000A10CTX6,ВЭБ2Р-54В,AAA,0.0,4.34,2030-08-31,1000,99.4,994.0,1016.92,22.92,7.15,7.57,7.19
RU000A10CU30,RU000A10CU30,Патриот1Р2,BBB,8.0,2.37,2028-09-10,1000,102.06,1020.6,1091.12,70.52,22.0,23.01,21.56
RU000A10CU48,RU000A10CU48,Систем2P04,AA-,3.0,3.36,2029-09-05,1000,103.42,1034.2,1088.69,54.49,17.0,16.45,16.44
RU000A10CU55,RU000A10CU55,Систем2P05,AA-,3.0,1.39,2027-09-16,1000,100.03,1000.3,1000.3,0.0,,17.63,0.0
RU000A10CU89,RU000A10CU89,iСелктл1Р6,A+,4.0,1.88,2028-03-14,1000,102.52,1025.2,1074.56,49.36,15.4,14.79,15.02
RU000A10CU97,RU000A10CU97,ЛТрейд1P12,BBB-,9.0,4.34,2030-08-31,1000,103.05,1030.5,1104.23,73.73,23.0,24.15,22.32
RU000A10CUB0,RU000A10CUB0,БинФарм2P1,A,5.0,1.14,2027-06-18,1000,100.4,1004.0,1004.0,0.0,,16.23,0.0
RU000A10CUF1,RU000A10CUF1,ТАЛК002P03,BBB,8.0,3.37,2029-09-08,1000,99.98,999.8,1063.91,64.11,20.0,22.01,20.0
RU000A10CV39,RU000A10CV39,ГПБ004Р30,AA+,1.0,2.47,2028-10-15,1000,87.2,872.0,872.03,0.03,0.01,5.72,0.01
RU000A10CV47,RU000A10CV47,СберИОС722,AAA,0.0,1.43,2027-09-30,1000,,,,0.03,0.01,0.0,
RU000A10CW87,RU000A10CW87,РКСЭталон6,AAA,0.0,6.61,2032-12-04,748,102.13,763.93,807.09,43.16,18.0,16.16,17.62
